S.NO,REGULATION,Year,SEMESTER,ODD EVEN,DEPARTMENT,Course Code,Course Title,L,T,P,C,"As per Regulation
L/T/P",Category,Venue,Faculty
833,2023,3,6,EVEN,Electronics and Communication Engineering,EC23633,Wireless Communication,2,0,2,3,4,LOT,Optical and Microwave Lab,Electronics and Communication Engineering
834,2023,3,6,EVEN,Electronics and Communication Engineering,GE23627,Problem Solving Techniques,0,0,2,1,2,Laboratory,,Placement
835,2023,3,6,EVEN,Electronics and Communication Engineering,EC23621,Design Thinking for Innovation in ECE,0,0,4,2,4,Laboratory,Project Hour,Electronics and Communication Engineering
837,2023,4,7,ODD,Electronics and Communication Engineering,ECPE3,Professional Elective – III,3,0,0,3,3,Professional Elective,,Electronics and Communication Engineering
838,2023,4,7,ODD,Electronics and Communication Engineering,ECPE4,Professional Elective – IV,3,0,0,3,3,Professional Elective,,Electronics and Communication Engineering
839,2023,4,7,ODD,Electronics and Communication Engineering,EC23731,Optical Communication and Networks,2,0,2,3,4,LOT,Computer Lab,Electronics and Communication Engineering
840,2023,4,7,ODD,Electronics and Communication Engineering,EC23732,RF and Microwave Engineering,2,0,2,3,4,LOT,Optical and Microwave Lab,Electronics and Communication Engineering
841,2023,4,7,ODD,Electronics and Communication Engineering,EC23733,Embedded and Real Time Systems,3,0,2,4,5,LOT,Embedded System Laboratory (ECE),Electronics and Communication Engineering
842,2023,4,7,ODD,Electronics and Communication Engineering,EC23721,Artificial Intelligence and Machine Learning for Electronic Engineering,0,0,4,2,4,Laboratory,DSP Lab,Electronics and Communication Engineering
844,2023,4,8,EVEN,Electronics and Communication Engineering,ECPE5,Professional Elective – V,3,0,0,3,3,Professional Elective,,Electronics and Communication Engineering
845,2023,4,8,EVEN,Electronics and Communication Engineering,ECPE6,Professional Elective – VI,3,0,0,3,3,Professional Elective,,Electronics and Communication Engineering
846,2023,4,8,EVEN,Electronics and Communication Engineering,EC23821,Project Work,0,0,20,10,20,Laboratory,Project Hour,Electronics and Communication Engineering
847,2023,1,1,ODD,Food Technology,HS23111,Technical Communication -I,2,0,0,2,2,Theory,,English
848,2023,1,1,ODD,Food Technology,MA23112,Algebra and Calculus,3,1,0,4,4,Theory,,Mathematics
849,2023,1,1,ODD,Food Technology,CY23132,Chemistry for Technologists,3,0,2,4,5,LOT,Chemistry Lab,Chemistry
850,2023,1,1,ODD,Food Technology,GE23111,Engineering graphics,2,0,4,4,6,Laboratory,,Mechanical Engineering
851,2023,1,1,ODD,Food Technology,GE23121,Engineering Practices – Civil and Mechanical,0,0,2,1,2,Laboratory,Machine shop - EPL - 1,Civil Engineering
852,2023,1,1,ODD,Food Technology,MC23112,Environmental Science and Engineering,3,0,0,0,3,Theory,,Chemistry
853,2023,1,1,ODD,Food Technology,GE23117,தமிழர் மரபு /Heritage of Tamils,1,0,0,1,1,Theory,,Food Technology
855,2023,1,2,EVEN,Food Technology,HS23221/HS23222,Technical Communication II/ English for Professional Competence,0,0,2,1,2,Theory,,English
856,2023,1,2,EVEN,Food Technology,MA23212,Differential Equations and Complex Variables,3,1,0,4,4,Theory,,Mathematics
857,2023,1,2,EVEN,Food Technology,EE23133,Basic Electrical and Electronics Engineering,3,0,2,4,5,LOT,Electrical Machines I Lab,Electrical and Electronics Engineering
858,2023,1,2,EVEN,Food Technology,PH23231,Physics for Bioscience,3,0,2,4,5,LOT,Physics Lab,Physics
859,2023,1,2,EVEN,Food Technology,GE23233,Problem Solving and Python Programming,2,0,4,4,6,LOT,Computer Lab,Computer Science and Engineering
860,2023,1,2,EVEN,Food Technology,FT23201,Food chemistry,3,0,0,3,3,Theory,,Chemistry
861,2023,1,2,EVEN,Food Technology,MC23111,Indian Constitution and Freedom Movement,3,0,0,0,3,Theory,,Food Technology
862,2023,1,2,EVEN,Food Technology,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1,0,0,1,1,Theory,,Food Technology
863,2023,1,2,EVEN,Food Technology,FT23211,Food Chemistry Laboratory,0,0,4,2,4,Laboratory,Food chemistry Lab,Food Technology
864,2023,2,3,ODD,Food Technology,MA23311,Transforms and Applied Partial Differential Equations,3,1,0,4,4,Theory,,Mathematics
865,2023,2,3,ODD,Food Technology,FT23301,Food Microbiology,3,0,0,3,3,Theory,,Food Technology
866,2023,2,3,ODD,Food Technology,FT23302,Biochemistry & Nutrition,3,0,0,3,3,Theory,,Food Technology
867,2023,2,3,ODD,Food Technology,FT23303,Food Process Calculations,3,0,0,3,3,Theory,,Food Technology
868,2023,2,3,ODD,Food Technology,FT23304,"Fluid Mechanics in Food
Processes",3,0,0,3,3,Theory,,Civil Engineering
869,2023,2,3,ODD,Food Technology,FT23305,Food Additives,3,0,0,3,3,Theory,,Food Technology
870,2023,2,3,ODD,Food Technology,FT23311,Food Microbiology Laboratory,0,0,4,2,4,Laboratory,Food Microbiology Lab,Food Technology
871,2023,2,3,ODD,Food Technology,FT23312,"Biochemistry & Nutrition
Laboratory",0,0,4,2,4,Laboratory,Biochemistry lab,Food Technology
872,2023,2,4,EVEN,Food Technology,MA23431,"Probability, Statistics and Reliability",3,1,0,4,4,Theory,,Mathematics
873,2023,2,4,EVEN,Food Technology,FT23401,"Unit operations in Food
Industries",3,0,0,3,3,Theory,,Food Technology
874,2023,2,4,EVEN,Food Technology,FT23402,"Food Processing and
Preservation Technology",3,0,0,3,3,Theory,,Food Technology
875,2023,2,4,EVEN,Food Technology,FT23403,"Thermodynamics for Food
Technologists",3,0,0,3,3,Theory,,Mechanical Engineering
876,2023,2,4,EVEN,Food Technology,MC23301,"Essence of Indian Traditional Knowledge
(Non-Credit course)",2,0,0,0,2,Theory,,Food Technology
877,2023,2,4,EVEN,Food Technology,GE19304,"Fundamentals of
Management for Engineers",3,0,0,3,3,Theory,,Food Technology
878,2023,2,4,EVEN,Food Technology,CS23411,Python Programming for Machine Learning,1,0,4,3,5,LOT,Computer Lab,Information Technology
879,2023,2,4,EVEN,Food Technology,FT23411,Unit operations in Food Industries Laboratory,0,0,4,2,4,Laboratory,Food chemistry Lab,Food Technology
880,2023,2,4,EVEN,Food Technology,FT23412,Food Processing and Preservation Laboratory,0,0,4,2,4,Laboratory,Food Processing and Preservation Lab,Food Technology
881,2023,2,4,EVEN,Food Technology,GE23327,Soft Skills – I,0,0,2,1,2,Laboratory,SoftSkill,Placement
882,2023,3,5,ODD,Food Technology,FT23501,Food Analysis,3,0,0,3,3,Theory,,Food Technology
883,2023,3,5,ODD,Food Technology,FT23502,Food Product Technology,3,0,0,3,3,Theory,,Food Technology
884,2023,3,5,ODD,Food Technology,FT23503,"Heat and Mass Transfer in
Food Processing",3,0,0,3,3,Theory,,Food Technology
885,2023,3,5,ODD,Food Technology,FTPE1,Professional Elective – I,3,0,2,4,5,Professional Elective,,Food Technology
886,2023,3,5,ODD,Food Technology,FTPE2,Professional Elective – II,3,0,2,4,5,Professional Elective,,Food Technology
887,2023,3,5,ODD,Food Technology,OE - 1,Open Elective - I,3,0,0,3,3,Open Elective,,Common Open Elective
888,2023,3,5,ODD,Food Technology,FT23511,Food Analysis Lab,0,0,4,2,4,Laboratory,Biochemistry lab,Food Technology
889,2023,3,5,ODD,Food Technology,FT23512,"Food Product Technology
Laboratory",0,0,4,2,4,Laboratory,Food Processing and Preservation Lab,Food Technology
890,2023,3,5,ODD,Food Technology,GE23427,Soft Skills – II,0,0,2,1,2,Laboratory,SoftSkill,Placement
891,2023,3,6,EVEN,Food Technology,FT23601,Professional Ethics,3,0,0,3,3,Theory,,Food Technology
892,2023,3,6,EVEN,Food Technology,FT23602,"Refrigeration and Cold Chain
Management",3,0,0,3,3,Theory,,Food Technology
893,2023,3,6,EVEN,Food Technology,FTPE3,Professional Elective – III,3,0,2,4,5,Professional Elective,,Food Technology
894,2023,3,6,EVEN,Food Technology,FTPE4,Professional Elective – IV,3,0,2,4,5,Professional Elective,,Food Technology
895,2023,3,6,EVEN,Food Technology,OE - 2,Open Elective - II,3,0,0,3,3,Open Elective,,Common Open Elective
896,2023,3,6,EVEN,Food Technology,CR19P62,Microfluidics Laboratory,0,0,4,2,4,Laboratory,MEMS Lab,Food Technology
898,2023,3,6,EVEN,Food Technology,FT23611,"Innovation and Design thinking
for Food Technologists",0,0,4,2,4,Laboratory,,Food Technology
899,2023,4,7,ODD,Food Technology,FT23701,"Food Quality, Safety Standards
and Certification",3,0,0,3,3,Theory,,Food Technology
900,2023,4,7,ODD,Food Technology,FT23702,"Comprehensive course for
Food Technologists.",3,0,0,3,3,Theory,,Food Technology
901,2023,4,7,ODD,Food Technology,FT23703,"Functional Foods and
Nutraceuticals",3,0,0,3,3,Theory,,Food Technology
902,2023,4,7,ODD,Food Technology,FT23704,Sensory evaluation in foods,3,0,0,2,3,Theory,,Food Technology
903,2023,4,7,ODD,Food Technology,FTPE5,Professional Elective – V,3,0,0,3,3,Professional Elective,,Food Technology
904,2023,4,7,ODD,Food Technology,FTPE6,Professional Elective – VI,3,0,0,3,3,Professional Elective,,Food Technology
905,2023,4,7,ODD,Food Technology,FT23711,"Problem solving using AI-ML
for Food Technologists.",0,0,4,2,0,LOT,Computer Lab,Food Technology
907,2023,4,8,EVEN,Food Technology,FT23801,Internship/ Project Work,0,0,20,10,20,Laboratory,Project Hour,Food Technology
908,2023,1,1,ODD,Information Technology,HS23111,Technical Communication -I,2,0,0,2,2,Theory,,English
909,2023,1,1,ODD,Information Technology,MA23111,Linear Algebra and Calculus,3,1,0,4,4,Theory,,Mathematics
910,2023,1,1,ODD,Information Technology,GE23111,Engineering Graphics,2,2,0,4,4,Theory,,Mechanical Engineering
911,2023,1,1,ODD,Information Technology,GE23117,தமிழர் மரபு /Heritage of Tamils,1,0,0,1,1,Theory,,Information Technology
912,2023,1,1,ODD,Information Technology,EE23133,Basic Electrical and Electronics Engineering,3,0,2,4,5,Laboratory,Electrical Machines I Lab,Electrical and Electronics Engineering
913,2023,1,1,ODD,Information Technology,GE23131,Programming using C,1,0,6,4,7,LOT,Computer Lab,Information Technology
914,2023,1,1,ODD,Information Technology,GE23122,Engineering Practices – Electrical and Electronics,0,0,2,1,2,Laboratory,"Engineering Practices Lab (Electronics), Engineering Practices Lab (Electrical)",Electrical and Electronics Engineering
915,2023,1,1,ODD,Information Technology,MC23112,Environmental Science and Engineering,3,0,0,0,3,Theory,,Chemistry
916,2023,1,2,EVEN,Information Technology,MA23213,Discrete Mathematical Structures ,3,1,0,4,4,Theory,,Mathematics
917,2023,1,2,EVEN,Information Technology,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1,0,0,1,1,Theory,,Information Technology
918,2023,1,2,EVEN,Information Technology,PH23132,Physics for Information Science,3,0,2,4,5,LOT,Physics Lab,Physics
919,2023,1,2,EVEN,Information Technology,EC23331,Microprocessors and Microcontrollers,3,0,2,4,5,LOT,Basic electronics lab-1,Electronics and Communication Engineering
920,2023,1,2,EVEN,Information Technology,CS23231,Data Structures,3,0,4,5,7,LOT,Computer Lab,Information Technology
921,2023,1,2,EVEN,Information Technology,GE23121,Engineering Practices – Civil and Mechanical,0,0,2,1,2,Laboratory,Machine shop - EPL - 1,Electrical and Electronics Engineering
922,2023,1,2,EVEN,Information Technology,CS23221,Python Programming Lab,0,0,4,2,4,Laboratory,Computer Lab,Information Technology
923,2023,1,2,EVEN,Information Technology,HS23221/HS23222,Technical Communication II/ English for Professional Competence,0,0,2,1,2,Laboratory,,English
924,2023,1,2,EVEN,Information Technology,MC23111,Indian Constitution and Freedom Movement,3,0,0,0,3,Theory,,Information Technology
925,2023,2,3,ODD,Information Technology,MA23312,Fourier series and Number theory,3,1,0,4,4,Theory,,Mathematics
926,2023,2,3,ODD,Information Technology,EC23314,Analog and Digital Communication,3,0,0,3,3,Theory,,Electronics and Communication Engineering
927,2023,2,3,ODD,Information Technology,CS23331,Design and Analysis of Algorithms,3,0,2,4,5,LOT,Computer Lab,Information Technology
928,2023,2,3,ODD,Information Technology,CS23332,Database Management Systems,3,0,4,5,7,LOT,Computer Lab,Information Technology
929,2023,2,3,ODD,Information Technology,CS23333,Object Oriented Programming Using JAVA,1,0,6,4,7,LOT,Computer Lab,Information Technology
930,2023,2,3,ODD,Information Technology,IT23231,Digital Logic and Computer Architecture,3,0,2,4,5,LOT,Digital Lab-1,Information Technology
931,2023,2,4,EVEN,Information Technology,MA23435,"Probability, Statistics and Simulation ",3,0,2,4,5,Theory,,Mathematics
932,2023,2,4,EVEN,Information Technology,GE23311,Fundamentals of Management for Engineers,3,0,0,3,3,Theory,,Information Technology
933,2023,2,4,EVEN,Information Technology,OE - 1,Open Elective - I,3,0,0,3,3,Open Elective,,Common Open Elective
934,2023,2,4,EVEN,Information Technology,CS23431,Operating Systems,3,0,4,5,7,LOT,Computer Lab,Information Technology
935,2023,2,4,EVEN,Information Technology,CS23432,Software Construction,3,0,2,4,5,LOT,Computer Lab,Information Technology
936,2023,2,4,EVEN,Information Technology,IT23431,Software Testing,2,0,2,3,4,LOT,Computer Lab,Information Technology
937,2023,2,4,EVEN,Information Technology,GE23421,Soft Skills – I,0,0,2,1,2,Laboratory,SoftSkill,Placement
940,2023,3,5,ODD,Information Technology,ITPE1,Professional Elective – I,3,0,0,3,3,Professional Elective,,Information Technology
941,2023,3,5,ODD,Information Technology,IT23511,Automata Theory & Compiler Design,3,0,0,3,3,Theory,,Information Technology
942,2023,3,5,ODD,Information Technology,IT23531,Computer Vision,3,0,2,4,5,LOT,Computer Lab,Information Technology
943,2023,3,5,ODD,Information Technology,CS23531,Web Programming,1,0,6,4,7,LOT,Computer Lab,Information Technology
944,2023,3,5,ODD,Information Technology,AI23231,Principles of Artificial Intelligence,3,0,2,4,5,LOT,Computer Lab,Information Technology
945,2023,3,5,ODD,Information Technology,CS23532,Computer Networks,3,0,4,5,7,LOT,Computer Lab,Information Technology
946,2023,3,5,ODD,Information Technology,GE23521,Soft Skills – II,0,0,2,1,2,Laboratory,SoftSkill,Placement
947,2023,3,6,EVEN,Information Technology,ITPE2,Professional Elective – II,3,0,0,3,3,Professional Elective,,Information Technology
948,2023,3,6,EVEN,Information Technology,OE - 2,Open Elective - II,3,0,0,3,3,Open Elective,,Common Open Elective
949,2023,3,6,EVEN,Information Technology,CS23512,Fundamentals of Mobile Computing,3,0,0,3,3,Theory,,Information Technology
950,2023,3,6,EVEN,Information Technology,CS23632,Cryptography and Network Security,2,0,2,3,5,LOT,Computer Lab,Information Technology
951,2023,3,6,EVEN,Information Technology,AI23331,Fundamentals of Machine Learning,3,0,2,4,5,LOT,Computer Lab,Information Technology
952,2023,3,6,EVEN,Information Technology,IT23631,"Design Thinking for Innovation in Information
 Technology",1,0,2,2,3,LOT,Project Hour,Information Technology
953,2023,3,6,EVEN,Information Technology,CS23621,Mobile Application Development Laboratory,0,0,4,2,4,Laboratory,Computer Lab,Information Technology
956,2023,4,7,ODD,Information Technology,ITPE3,Professional Elective – III,3,0,0,3,3,Professional Elective,,Information Technology
957,2023,4,7,ODD,Information Technology,ITPE4,Professional Elective – IV,3,0,0,3,3,Professional Elective,,Information Technology
958,2023,4,7,ODD,Information Technology,IT23731,Cloud and Big data Architecture,3,0,2,4,5,LOT,Computer Lab,Information Technology
959,2023,4,7,ODD,Information Technology,IT23721,Data Science using R,0,0,4,2,4,Laboratory,Computer Lab,Information Technology
960,2023,4,7,ODD,Information Technology,IT23722,Project Work (Phase - I),0,0,6,3,6,Laboratory,Project Hour,Information Technology
962,2023,4,8,EVEN,Information Technology,ITPE5,Professional Elective – V,3,0,0,3,3,Professional Elective,,Information Technology
963,2023,4,8,EVEN,Information Technology,ITPE6,Professional Elective – VI,3,0,0,3,3,Professional Elective,,Information Technology
964,2023,4,8,EVEN,Information Technology,IT23821,Project Work (Phase - II),0,0,12,6,12,Laboratory,Project Hour,Information Technology
965,2023,1,1,ODD,Mechanical Engineering,HS23111,Technical Communication -I,2,0,0,2,2,Theory,,English
966,2023,1,1,ODD,Mechanical Engineering,MA23112,Algebra and Calculus,3,1,0,4,4,Theory,,Mathematics
967,2023,1,1,ODD,Mechanical Engineering,GE23111,Engineering Graphics,2,0,4,4,6,Theory,,Mechanical Engineering
968,2023,1,1,ODD,Mechanical Engineering,EC23111,Basic Electronics Engineering,3,0,0,3,3,Theory,,Electronics and Communication Engineering
969,2023,1,1,ODD,Mechanical Engineering,GE23117,தமிழர் மரபு /Heritage of Tamils,1,0,0,1,1,Theory,,Mechanical Engineering
970,2023,1,1,ODD,Mechanical Engineering,PH23131,Physics of Materials,3,0,2,4,5,LOT,Physics Lab,Physics
971,2023,1,1,ODD,Mechanical Engineering,GE23121,Engineering Practices – Civil and Mechanical,0,0,2,1,2,Laboratory,Machine shop - EPL - 1,Mechanical Engineering
972,2023,1,1,ODD,Mechanical Engineering,MC23112,Environmental Science and Engineering,3,0,0,0,3,Theory,,Chemistry
974,2023,1,2,EVEN,Mechanical Engineering,HS23221/HS23222,Technical Communication II/ English for Professional Competence,0,0,2,1,2,Theory,,English
975,2023,1,2,EVEN,Mechanical Engineering,MA23212,Differential Equations and Complex Variables,3,1,0,4,4,Theory,,Mathematics
976,2023,1,2,EVEN,Mechanical Engineering,GE23211,Engineering Mechanics,2,1,0,3,3,Theory,,Mechanical Engineering
977,2023,1,2,EVEN,Mechanical Engineering,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1,0,0,1,1,Theory,,Mechanical Engineering
978,2023,1,2,EVEN,Mechanical Engineering,CY23223,Engineering Chemistry ,3,0,2,4,5,LOT,Chemistry Lab,Chemistry
979,2023,1,2,EVEN,Mechanical Engineering,EE23132,Basic Electrical Engineering,3,0,2,4,5,LOT,Electrical Machines I Lab,Electrical and Electronics Engineering
980,2023,1,2,EVEN,Mechanical Engineering,GE23233,Problem Solving and Python Programming,2,0,4,4,6,LOT,Computer Lab,Mechanical Engineering
981,2023,1,2,EVEN,Mechanical Engineering,GE23122,Engineering Practices – Electrical and Electronics,0,0,2,1,2,Laboratory,Machine shop - EPL - 1,Electrical and Electronics Engineering
983,2023,2,3,ODD,Mechanical Engineering,ME23311,Engineering Thermodynamics,3,1,0,4,4,Theory,,Mechanical Engineering
984,2023,2,3,ODD,Mechanical Engineering,ME23312,Manufacturing Technology I,3,0,0,3,3,Theory,,Mechanical Engineering
985,2023,2,3,ODD,Mechanical Engineering,ME23313,Kinematics of Machinery,3,0,0,3,3,Theory,,Mechanical Engineering
986,2023,2,3,ODD,Mechanical Engineering,MA23331,Transforms and Statistics,3,0,2,4,5,LOT,Computer Lab,Mathematics
987,2023,2,3,ODD,Mechanical Engineering,ME23331,Strength of Materials,3,0,2,4,5,LOT,Strength of Materials Lab,Mechanical Engineering
988,2023,2,3,ODD,Mechanical Engineering,ME23321,Manufacturing Technology Laboratory I,0,0,2,1,2,Laboratory,Manufacturing Technology I,Mechanical Engineering
989,2023,2,3,ODD,Mechanical Engineering,CS23422,Python Programming for Machine Learning,0,0,4,2,4,Laboratory,Computer Lab,Mechanical Engineering
991,2023,2,4,EVEN,Mechanical Engineering,ME23411,Engineering Materials and Metallurgy,3,0,0,3,3,Theory,,Mechanical Engineering
992,2023,2,4,EVEN,Mechanical Engineering,ME23412,Manufacturing Technology II,3,0,0,3,3,Theory,,Mechanical Engineering
993,2023,2,4,EVEN,Mechanical Engineering,ME23431,Dynamics of Machines,3,0,3,4,6,LOT,Dynamics Lab,Mechanical Engineering
994,2023,2,4,EVEN,Mechanical Engineering,ME23432,Fluid Mechanics and Machinery,3,0,3,4,6,LOT,Fluid Mechanics Lab,Mechanical Engineering
995,2023,2,4,EVEN,Mechanical Engineering,ME23433,Thermal Engineering,3,0,3,4,6,LOT,Thermal Lab 1,Mechanical Engineering
996,2023,2,4,EVEN,Mechanical Engineering,GE23421,Soft Skills – I,0,0,2,1,2,Laboratory,SoftSkill,Placement
997,2023,2,4,EVEN,Mechanical Engineering,ME23421,Computer Aided Machine Drawing Laboratory,0,0,4,2,4,Laboratory,Mech CAD Lab,Mechanical Engineering
998,2023,2,4,EVEN,Mechanical Engineering,ME23422,"Manufacturing Technology
 Laboratory II",0,0,4,2,4,Laboratory,Manufacturing Technology II,Mechanical Engineering
1000,2023,3,5,ODD,Mechanical Engineering,GE23511,Economics for Engineers,3,0,0,3,3,Theory,,Mechanical Engineering
1001,2023,3,5,ODD,Mechanical Engineering,ME23511,Machine Design,3,0,0,3,4,Theory,,Mechanical Engineering
1002,2023,3,5,ODD,Mechanical Engineering,MEPE1,Professional Elective – I,3,0,0,3,4,Professional Elective,,Mechanical Engineering
1003,2023,3,5,ODD,Mechanical Engineering,OE - 1,Open Elective - I,3,0,0,3,4,Open Elective,,Common Open Elective
1004,2023,3,5,ODD,Mechanical Engineering,ME23531,Heat and Mass Transfer,3,0,2,4,5,LOT,Thermal Lab 1,Mechanical Engineering
1005,2023,3,5,ODD,Mechanical Engineering,ME23532,Metrology and Measurements,3,0,2,4,5,LOT,Metrology & Measurement Lab,Mechanical Engineering
1006,2023,3,5,ODD,Mechanical Engineering,GE23521,Soft Skills – II,0,0,2,1,2,Laboratory,SoftSkill,Placement
1007,2023,3,5,ODD,Mechanical Engineering,ME23521,Component Modeling Laboratory,0,0,4,2,4,Laboratory,Mech CAD Lab,Mechanical Engineering
1010,2023,3,6,EVEN,Mechanical Engineering,ME23611,Additive Manufacturing,3,0,0,3,3,Theory,,Mechanical Engineering
1011,2023,3,6,EVEN,Mechanical Engineering,ME23612,Design of Transmission systems,3,0,0,3,3,Theory,,Mechanical Engineering
1012,2023,3,6,EVEN,Mechanical Engineering,ME23613,Finite Element Analysis,3,0,0,3,3,Theory,,Mechanical Engineering
1013,2023,3,6,EVEN,Mechanical Engineering,ME23614,Total Quality Management,3,0,0,3,3,Theory,,Mechanical Engineering
1014,2023,3,6,EVEN,Mechanical Engineering,MEPE2,Professional Elective – II,3,0,0,3,3,Professional Elective,,Mechanical Engineering
1015,2023,3,6,EVEN,Mechanical Engineering,OE - 2,Open Elective - II,3,0,0,3,3,Open Elective,,Common Open Elective
1016,2023,3,6,EVEN,Mechanical Engineering,ME23631,Robotics Laboratory,1,0,2,2,3,Laboratory,Isaac Asimov Laboratory,Mechanical Engineering
1017,2023,3,6,EVEN,Mechanical Engineering,GE23621,Problem Solving Techniques,0,0,2,1,2,Laboratory,,Mechanical Engineering
1018,2023,3,6,EVEN,Mechanical Engineering,ME23622,"Simulation and Analysis
 Laboratory",0,0,3,2,3,Laboratory,Mech CAD Lab,Mechanical Engineering
1019,2023,3,6,EVEN,Mechanical Engineering,ME23623,"Innovation and Design thinking for
 Mechanical Engineer",0,0,3,2,3,Laboratory,,Mechanical Engineering
1021,2023,4,7,ODD,Mechanical Engineering,ME23711,"Process Planning and Cost
 Estimation",3,0,0,3,3,Theory,,Mechanical Engineering
1022,2023,4,7,ODD,Mechanical Engineering,MEPE3,Professional Elective – III,3,0,0,3,3,Professional Elective,,Mechanical Engineering
1023,2023,4,7,ODD,Mechanical Engineering,MEPE4,Professional Elective – IV,3,0,0,3,3,Professional Elective,,Mechanical Engineering
1024,2023,4,7,ODD,Mechanical Engineering,ME23731,"Artificial Intelligence for
 Mechanical Engineers",2,0,4,4,6,LOT,Mech CAD Lab,Mechanical Engineering
1025,2023,4,7,ODD,Mechanical Engineering,ME23732,Mechatronics,3,0,2,4,5,LOT,Mechatronics Lab,Mechanical Engineering
1026,2023,4,7,ODD,Mechanical Engineering,ME23721,Comprehension,0,0,2,1,2,Laboratory,,Mechanical Engineering
1027,2023,4,7,ODD,Mechanical Engineering,ME23723,Project Work (Phase - I),0,0,2,1,2,Laboratory,Project Hour,Mechanical Engineering
1029,2023,4,8,EVEN,Mechanical Engineering,MEPE5,Professional Elective – V,3,0,0,3,3,Professional Elective,,Mechanical Engineering
1030,2023,4,8,EVEN,Mechanical Engineering,ME23821,Project Work,0,0,18,9,18,Laboratory,Project Hour,Mechanical Engineering
1032,2023,1,1,ODD,Mechatronics Engineering,HS23111,Technical Communication -I,2,0,0,2,2,Theory,,English
1033,2023,1,1,ODD,Mechatronics Engineering,MA23112,Algebra and Calculus,3,1,0,4,4,Theory,,Mathematics
1034,2023,1,1,ODD,Mechatronics Engineering,GE23111,Engineering Graphics,2,2,0,4,4,Theory,,Mechatronics
1035,2023,1,1,ODD,Mechatronics Engineering,GE23211,Engineering Mechanics,2,1,0,3,3,Theory,,Mechatronics
1036,2023,1,1,ODD,Mechatronics Engineering,GE23117,தமிழர் மரபு /Heritage of Tamils,1,0,0,1,1,Theory,,Mechatronics
1037,2023,1,1,ODD,Mechatronics Engineering,EE23132,Basic Electrical Engineering,3,0,2,4,5,LOT,Electrical Machines I Lab,Electrical and Electronics Engineering
1038,2023,1,1,ODD,Mechatronics Engineering,GE23121,Engineering Practices – Civil and Mechanical,0,0,2,1,2,Laboratory,Machine shop - EPL - 1,Mechatronics
1039,2023,1,1,ODD,Mechatronics Engineering,GE23122,Engineering Practices – Electrical and Electronics,0,0,2,1,2,Laboratory,"Engineering Practices Lab (Electronics), Engineering Practices Lab (Electrical)",Electrical and Electronics Engineering
1040,2023,1,1,ODD,Mechatronics Engineering,MT23121,Computer Aided Drawing Lab,0,0,2,1,2,Laboratory,MCT CAD Lab,Mechatronics
1041,2023,1,1,ODD,Mechatronics Engineering,MC23112,Environmental Science and Engineering,3,0,0,0,3,Theory,,Mechatronics
1042,2023,1,2,EVEN,Mechatronics Engineering,MA23212,Differential Equation and Analytical Functions,3,1,0,4,4,Theory,,Mathematics
1043,2023,1,2,EVEN,Mechatronics Engineering,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1,0,0,1,1,Theory,,Mechatronics
1044,2023,1,2,EVEN,Mechatronics Engineering,CY23312,Chemistry for Electronics Engineering,3,0,2,4,5,LOT,Chemistry Lab,Chemistry
1045,2023,1,2,EVEN,Mechatronics Engineering,PH23141,Physics of Materials,3,0,2,4,5,LOT,Physics Lab,Physics
1046,2023,1,2,EVEN,Mechatronics Engineering,GE23131,Programming using C,1,0,6,4,7,LOT,Computer Lab,Computer Science and Engineering
1047,2023,1,2,EVEN,Mechatronics Engineering,MT23131,Elements of Mechatronics,2,0,2,3,4,LOT,MCT CAD Lab,Mechatronics
1048,2023,1,2,EVEN,Mechatronics Engineering,HS23222/HS23223,Technical Communication II / English for Professional Competence,0,0,2,1,2,Laboratory,,English
1049,2023,1,2,EVEN,Mechatronics Engineering,MC23111,Indian Constitution and Freedom Movement,3,0,0,0,3,Theory,,English
1050,2023,2,3,ODD,Mechatronics Engineering,MA23311,Transforms and Applied Partial Differential Equations,3,1,0,4,4,Theory,,Mathematics
1051,2023,2,3,ODD,Mechatronics Engineering,MT23311,Analog Circuits and Drives,2,0,2,3,3,LOT,Microprocessor and Microcontrollers Lab,Mechatronics
1052,2023,2,3,ODD,Mechatronics Engineering,MT23313,Mechanics of Solids,3,0,2,4,3,LOT,Strength of Materials Lab,Mechatronics
1053,2023,2,3,ODD,Mechatronics Engineering,MT23332,Digital System Design,2,0,2,3,3,LOT,MCT CAD Lab,Mechatronics
1054,2023,2,3,ODD,Mechatronics Engineering,MT23431,Manufacturing Technology,3,0,2,4,5,LOT,Manufacturing Technology I,Mechatronics
1055,2023,2,3,ODD,Mechatronics Engineering,GE23233,Problem Solving and Python Programming,2,0,4,4,6,LOT,Computer Lab,Mechatronics
1057,2023,2,4,EVEN,Mechatronics Engineering,MA23432,Statistics and Numerical Methods,3,0,2,4,4,LOT,Computer Lab,Mathematics
1058,2023,2,4,EVEN,Mechatronics Engineering,MT23312,Fluid mechanics and Thermal Sciences,3,0,0,3,3,Theory,,Mechatronics
1059,2023,2,4,EVEN,Mechatronics Engineering,OE - 1,Open Elective - I,3,0,0,3,3,Open Elective,,Common Open Elective
